Train No,Train Name,SEQ,Station Code,Station Name,Arrival time,Departure Time,Distance,Source Station,Source Station Name,Destination Station,Destination Station Name
12437,RAJDHANI EXP,7,NZM,HAZRAT NIZAM,10:25:00,10:25:00,1651,SC,SECUNDERABAD JN.,NZM,HAZRAT NIZAMUDDIN JN
12438,NZM SC RAJDH,7,SC,SECUNDERABAD,14:00:00,14:00:00,1652,NZM,HAZRAT NIZAMUDDIN JN,SC,SECUNDERABAD JN.
12439,RNC NDLS RAJ,8,NDLS,NEW DELHI,10:50:00,10:50:00,1297,RNC,RANCHI,NDLS,NEW DELHI
12440,NDLS RNC RAJ,8,RNC,RANCHI,09:00:00,09:00:00,1300,NDLS,NEW DELHI,RNC,RANCHI
12441,BSP-NDLS,10,NDLS,NEW DELHI,10:55:00,10:55:00,1487,BSP,BILASPUR JN.,NDLS,NEW DELHI
12442,NDLS-BSP,10,BSP,BILASPUR JN.,12:00:00,12:00:00,1483,NDLS,NEW DELHI,BSP,BILASPUR JN.
12443,HLZ-ANVT EXP,14,ANVT,ANAND VIHAR,11:50:00,11:50:00,1572,HLZ,HALDIA,ANVT,ANAND VIHAR TERMINAL
12444,ANVT-HLZ EXP,14,HLZ,HALDIA,20:30:00,20:30:00,1572,ANVT,ANAND VIHAR TERMINAL,HLZ,HALDIA
12445,UTTAR SMPRK,11,SVDK,SHRI MATA VA,08:40:00,08:40:00,654,NDLS,NEW DELHI,SVDK,SHRI MATA VAISHNO DEVI KATRA
12446,UTTAR SMPRK,11,NDLS,NEW DELHI,06:45:00,06:45:00,654,SVDK,SHRI MATA VAISHNO DEVI KATRA,NDLS,NEW DELHI
12447,U S KRANTI E,12,NZM,HAZRAT NIZAM,05:25:00,05:25:00,676,MKP,MANIKPUR JN.,NZM,HAZRAT NIZAMUDDIN JN
12448,U P S KRANTI,12,MKP,MANIKPUR JN.,08:35:00,08:35:00,679,NZM,HAZRAT NIZAMUDDIN JN,MKP,MANIKPUR JN.
12449,GOA SMPRK K,14,CDG,CHANDIGARH,23:45:00,00:00:00,2159,MAO,MADGOAN JN.,CDG,CHANDIGARH
12450,GOA SMPRK KR,14,MAO,MADGOAN JN.,14:45:00,14:45:00,2157,CDG,CHANDIGARH,MAO,MADGOAN JN.
12451,SHRAM SHKTI,3,NDLS,NEW DELHI,06:35:00,06:35:00,430,CNB,KANPUR CENTRAL JN.,NDLS,NEW DELHI
12452,SHRAM SHKTI,3,CNB,KANPUR CENTR,06:30:00,06:30:00,430,NDLS,NEW DELHI,CNB,KANPUR CENTRAL JN.
12453,RNC-NDLS,7,NDLS,NEW DELHI,10:50:00,10:50:00,1333,RNC,RANCHI,NDLS,NEW DELHI
12454,NDLS-RNC,7,RNC,RANCHI,10:30:00,10:30:00,1336,NDLS,NEW DELHI,RNC,RANCHI
12455,DEE- BKN EXP,21,BKN,BIKANER JN.,13:15:00,00:00:00,790,DEE,DELHI-SARAI ROHILLA,BKN,BIKANER JN.
12456,BKN-DEE  EXP,21,DEE,DELHI-SARAI,07:20:00,07:20:00,790,BKN,BIKANER JN.,DEE,DELHI-SARAI ROHILLA
12457,DEE BKN  S F,14,BKN,BIKANER JN.,07:20:00,07:20:00,455,DEE,DELHI-SARAI ROHILLA,BKN,BIKANER JN.
12458,BKN DEE S F,14,DEE,DELHI-SARAI,06:10:00,06:10:00,455,BKN,BIKANER JN.,DEE,DELHI-SARAI ROHILLA
12459,ASR-NDLS EXP,15,ASR,AMRITSAR JN.,21:45:00,21:45:00,447,NDLS,NEW DELHI,ASR,AMRITSAR JN.
12460,ASR-NDLS EXP,17,NDLS,NEW DELHI,14:15:00,14:15:00,447,ASR,AMRITSAR JN.,NDLS,NEW DELHI
12461,MANDOR EXPRE,18,JU,JODHPUR JN.,08:00:00,08:00:00,618,DLI,DELHI JN.,JU,JODHPUR JN.
12462,MANDOR EXPRE,16,DLI,DELHI JN.,06:40:00,06:40:00,619,JU,JODHPUR JN.,DLI,DELHI JN.
12463,RAJSTHN S KR,8,JU,JODHPUR JN.,08:35:00,08:35:00,614,DEE,DELHI-SARAI ROHILLA,JU,JODHPUR JN.
12464,RJSTHN S KRN,8,DEE,DELHI-SARAI,05:40:00,05:40:00,615,JU,JODHPUR JN.,DEE,DELHI-SARAI ROHILLA
12465,RANTHAMBORE,29,JU,JODHPUR JN.,22:15:00,22:15:00,905,INDB,INDORE BG,JU,JODHPUR JN.
12466,INTERCITY EX,29,INDB,INDORE BG,22:30:00,22:30:00,906,JU,JODHPUR JN.,INDB,INDORE BG
12467,LEELAN EXP,22,JP,JAIPUR JN.,12:35:00,12:35:00,700,JSM,JAISALMER,JP,JAIPUR JN.
12468,LEELAN EXP,22,JSM,JAISALMER,04:50:00,04:50:00,699,JP,JAIPUR JN.,JSM,JAISALMER
12469,CNB-JAT EXPR,14,JAT,JAMMU TAWI,11:50:00,11:50:00,1025,CNB,KANPUR CENTRAL JN.,JAT,JAMMU TAWI
12470,JAT-CNB EXPR,14,CNB,KANPUR CENTR,14:50:00,14:50:00,1025,JAT,JAMMU TAWI,CNB,KANPUR CENTRAL JN.
12471,SWARAJ EXPRE,26,SVDK,SHRI MATA VA,17:10:00,00:00:00,2017,BDTS,BANDRA TERMINUS,SVDK,SHRI MATA VAISHNO DEVI KATRA
12472,SWARAJ EXPRE,26,BDTS,BANDRA TERMI,18:05:00,18:05:00,2019,SVDK,SHRI MATA VAISHNO DEVI KATRA,BDTS,BANDRA TERMINUS
12473,SARVODAYA EX,24,SVDK,SHRI MATA VA,17:10:00,17:10:00,1736,ADI,AHMEDABAD,SVDK,SHRI MATA VAISHNO DEVI KATRA
12474,SARVODAYA EX,25,ADI,AHMEDABAD,14:15:00,14:15:00,1739,SVDK,SHRI MATA VAISHNO DEVI KATRA,ADI,AHMEDABAD
12475,HAPA JAT EXP,31,SVDK,SHRI MATA VA,17:10:00,17:10:00,2055,HAPA,HAPA,SVDK,SHRI MATA VAISHNO DEVI KATRA
12476,SARVODAYA EX,31,HAPA,HAPA,20:50:00,20:50:00,2058,SVDK,SHRI MATA VAISHNO DEVI KATRA,HAPA,HAPA
12477,JAM SVDK EXP,31,SVDK,SHRI MATA VA,17:10:00,17:10:00,2064,JAM,JAMNAGAR,SVDK,SHRI MATA VAISHNO DEVI KATRA
12478,SVDK- JAMNAG,31,JAM,JAMNAGAR,21:00:00,21:00:00,2066,SVDK,SHRI MATA VAISHNO DEVI KATRA,JAM,JAMNAGAR
12479,SURYA NAGRI,17,BDTS,BANDRA TERMI,11:35:00,11:35:00,934,JU,JODHPUR JN.,BDTS,BANDRA TERMINUS
12480,SURYANAGARI,17,JU,JODHPUR JN.,06:30:00,06:30:00,932,BDTS,BANDRA TERMINUS,JU,JODHPUR JN.
12481,INTERCITY EX,15,SGNR,SHRI GANGANA,20:40:00,20:40:00,409,DLI,DELHI JN.,SGNR,SHRI GANGANAGAR
12482,INTERCITY EX,15,DLI,DELHI JN.,13:35:00,13:35:00,409,SGNR,SHRI GANGANAGAR,DLI,DELHI JN.
12483,KCVL EXPRESS,27,ASR,AMRITSAR JN.,19:45:00,19:45:00,3290,KCVL,KOCHUVELI,ASR,AMRITSAR JN.
12484,KCVL EXPRESS,27,KCVL,KOCHUVELI,15:15:00,15:15:00,3288,ASR,AMRITSAR JN.,KCVL,KOCHUVELI
12485,NED SGNR EXP,27,SGNR,SHRI GANGANA,22:30:00,22:30:00,1937,NED,NANDED,SGNR,SHRI GANGANAGAR
12486,SGNR NED EXP,27,NED,NANDED,23:45:00,23:45:00,1940,SGNR,SHRI GANGANAGAR,NED,NANDED
12487,JBN-ANVT SUP,19,ANVT,ANAND VIHAR,21:00:00,21:00:00,1364,JBN,JOGBANI,ANVT,ANAND VIHAR TERMINAL
12488,ANVT-JBNSUPE,19,JBN,JOGBANI,08:25:00,08:25:00,1364,ANVT,ANAND VIHAR TERMINAL,JBN,JOGBANI
12489,BKN DDR SF E,22,DDR,DADAR,12:00:00,00:00:00,1244,BKN,BIKANER JN.,DDR,DADAR
12490,DDR BIKANER,22,BKN,BIKANER JN.,13:10:00,13:10:00,1244,DDR,DADAR,BKN,BIKANER JN.
12491,MOURDHWAJ EX,22,JAT,JAMMU TAWI,11:50:00,11:50:00,1609,BJU,BARAUNI JN.,JAT,JAMMU TAWI
12492,MOURDHAJ EXP,22,BJU,BARAUNI JN.,02:10:00,02:10:00,1612,JAT,JAMMU TAWI,BJU,BARAUNI JN.
12493,PUNE-NZM AC,10,NZM,HAZRAT NIZAM,05:35:00,05:35:00,1498,PUNE,PUNE JN.,NZM,HAZRAT NIZAMUDDIN JN
12494,NZM-PUNE AC,10,PUNE,PUNE JN.,21:25:00,21:25:00,1501,NZM,HAZRAT NIZAMUDDIN JN,PUNE,PUNE JN.
12495,BKN KOAA SUP,20,KOAA,KOLKATA,13:15:00,13:15:00,1878,BKN,BIKANER JN.,KOAA,KOLKATA
12496,PRATAP EXPRE,20,BKN,BIKANER JN.,05:45:00,05:45:00,1876,KOAA,KOLKATA,BKN,BIKANER JN.
12497,SHANE PUNJAB,14,ASR,AMRITSAR JN.,14:20:00,14:20:00,447,NDLS,NEW DELHI,ASR,AMRITSAR JN.
12498,SHANE PUNJAB,15,NDLS,NEW DELHI,22:50:00,22:50:00,447,ASR,AMRITSAR JN.,NDLS,NEW DELHI
12501,POORVATTAR S,10,NDLS,NEW DELHI,13:00:00,13:00:00,1914,GHY,GUWAHATI,NDLS,NEW DELHI
12502,POORVATTAR S,10,GHY,GUWAHATI,08:45:00,08:45:00,1914,NDLS,NEW DELHI,GHY,GUWAHATI
12503,BNC - KYQ HU,23,KYQ,KAMAKHYA JN,13:30:00,13:30:00,3032,BNC,BANGALORE CANTT.,KYQ,KAMAKHYA JN
12504,KYQ - BNC HU,23,BNC,BANGALORE CA,21:15:00,21:15:00,3032,KYQ,KAMAKHYA JN,BNC,BANGALORE CANTT.
12505,NORTHEAST EX,30,ANVT,ANAND VIHAR,19:20:00,00:00:00,1850,GHY,GUWAHATI,ANVT,ANAND VIHAR TERMINAL
12506,NORTHEAST EX,29,GHY,GUWAHATI,16:50:00,16:50:00,1850,ANVT,ANAND VIHAR TERMINAL,GHY,GUWAHATI
12507,TVC - SCL EX,58,SCL,SILCHAR,19:00:00,19:00:00,3932,TVC,TRIVANDRUM CENTRAL,SCL,SILCHAR
12508,SCL - TVC EX,56,TVC,TRIVANDRUM C,22:40:00,22:40:00,3930,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12509,SBC -GHY EXP,42,GHY,GUWAHATI,06:00:00,06:00:00,2992,BNC,BANGALORE CANTT.,GHY,GUWAHATI
12510,GHY-SBC EXP,41,BNC,BANGALORE CA,11:40:00,11:40:00,2993,GHY,GUWAHATI,BNC,BANGALORE CANTT.
12511,RAPTISAGAR E,61,TVC,TRIVANDRUM C,17:15:00,17:15:00,3239,GKP,GORAKHPUR JN.,TVC,TRIVANDRUM CENTRAL
12512,RAPTISAGAR E,60,GKP,GORAKHPUR JN,15:20:00,15:20:00,3245,TVC,TRIVANDRUM CENTRAL,GKP,GORAKHPUR JN.
12513,SC - GHY EXP,31,GHY,GUWAHATI,06:00:00,06:00:00,2564,SC,SECUNDERABAD JN.,GHY,GUWAHATI
12514,GHY - SC EXP,30,SC,SECUNDERABAD,04:00:00,04:00:00,2567,GHY,GUWAHATI,SC,SECUNDERABAD JN.
12515,TVC - SCL EX,57,SCL,SILCHAR,17:15:00,17:15:00,3932,TVC,TRIVANDRUM CENTRAL,SCL,SILCHAR
12516,SCL -TVC EXP,56,TVC,TRIVANDRUM C,22:40:00,22:40:00,3930,SCL,SILCHAR,TVC,TRIVANDRUM CENTRAL
12517,GARIB RATH E,14,GHY,GUWAHATI,15:55:00,15:55:00,1027,KOAA,KOLKATA,GHY,GUWAHATI
12518,GARIB RATH E,14,KOAA,KOLKATA,15:00:00,00:00:00,1027,GHY,GUWAHATI,KOAA,KOLKATA
12519,LTT-KYQ AC E,28,KYQ,KAMAKHYA JN,04:25:00,00:00:00,2568,LTT,LOKMANYA TILAK TERMINUS,KYQ,KAMAKHYA JN
12520,KYQ-LTT AC E,28,LTT,LOKMANYA TIL,17:30:00,17:30:00,2567,KYQ,KAMAKHYA JN,LTT,LOKMANYA TILAK TERMINUS
12521,RAPTI SAGAR,63,ERS,ERNAKULAM. J,13:00:00,13:00:00,3427,BJU,BARAUNI JN.,ERS,ERNAKULAM. JN
12522,RAPTI SAGAR,62,BJU,BARAUNI JN.,22:50:00,22:50:00,3435,ERS,ERNAKULAM. JN,BJU,BARAUNI JN.
12523,NJP-NDLS BI-,18,NDLS,NEW DELHI,12:10:00,12:10:00,1496,NJP,NEW JALPAIGURI JN,NDLS,NEW DELHI
12524,NDLS-NJP BI-,18,NJP,NEW JALPAIGU,18:35:00,18:35:00,1499,NDLS,NEW DELHI,NJP,NEW JALPAIGURI JN
12525,KOAA - DBRG,23,DBRG,DIBRUGARH,02:25:00,02:25:00,1584,KOAA,KOLKATA,DBRG,DIBRUGARH
12526,DBRG - KOAA,23,KOAA,KOLKATA,15:00:00,00:00:00,1583,DBRG,DIBRUGARH,KOAA,KOLKATA
12527,RMR-CDG - WE,11,CDG,CHANDIGARH,13:30:00,00:00:00,395,RMR,RAMNAGAR,CDG,CHANDIGARH
12529,PPTA LJN S F,10,LJN,LUCKNOW JN.,02:35:00,02:35:00,518,PPTA,PATLIPUTRA,LJN,LUCKNOW JN.
12530,LJN PPTA S F,10,PPTA,PATLIPUTRA,14:50:00,14:50:00,522,LJN,LUCKNOW JN.,PPTA,PATLIPUTRA
12531,INTERCITY EX,12,LJN,LUCKNOW JN.,11:00:00,11:00:00,277,GKP,GORAKHPUR JN.,LJN,LUCKNOW JN.
12532,LJN- GKP INT,12,GKP,GORAKHPUR JN,21:35:00,21:35:00,278,LJN,LUCKNOW JN.,GKP,GORAKHPUR JN.
12533,PUSHPAK SF E,16,CSMT,CST-MUMBAI,19:50:00,19:50:00,1424,LJN,LUCKNOW JN.,CSMT,CST-MUMBAI
12534,PUSHPAK SF E,15,LJN,LUCKNOW JN.,08:40:00,08:40:00,1423,CSMT,CST-MUMBAI,LJN,LUCKNOW JN.
12535,GARIB RATH,13,R,RAIPUR JN.,07:15:00,07:15:00,903,LJN,LUCKNOW JN.,R,RAIPUR JN.
12536,GARIB RATH,12,LJN,LUCKNOW JN.,05:05:00,05:05:00,905,R,RAIPUR JN.,LJN,LUCKNOW JN.
12537,MANDUADIH EX,15,MUV,MANDUADIH,06:00:00,00:00:00,543,MFP,MUZAFFARPUR JN.,MUV,MANDUADIH
12538,MUV MFP EXPR,15,MFP,MUZAFFARPUR,17:45:00,17:45:00,543,MUV,MANDUADIH,MFP,MUZAFFARPUR JN.
12539,YPR-LKO EXPR,18,LKO,LUCKNOW JN.,08:50:00,00:00:00,2548,YPR,YESVANTPUR JN.,LKO,LUCKNOW JN.
12540,LKO-YPR EXPR,18,YPR,YESVANTPUR J,16:40:00,16:40:00,2541,LKO,LUCKNOW JN.,YPR,YESVANTPUR JN.
12541,GKP-LTT-SUPE,16,LTT,LOKMANYA TIL,04:00:00,04:00:00,1685,GKP,GORAKHPUR JN.,LTT,LOKMANYA TILAK TERMINUS
12542,LTT-GKP-SUPE,16,GKP,GORAKHPUR JN,17:00:00,17:00:00,1686,LTT,LOKMANYA TILAK TERMINUS,GKP,GORAKHPUR JN.
12545,KARMBHOOMI E,21,LTT,LOKMANYA TIL,06:00:00,06:00:00,2045,RXL,RAXAUL JN.,LTT,LOKMANYA TILAK TERMINUS
12546,KARMBHOOMI E,21,RXL,RAXAUL JN.,00:45:00,00:45:00,2045,LTT,LOKMANYA TILAK TERMINUS,RXL,RAXAUL JN.
12547,AF-ADI SUPER,12,ADI,AHMEDABAD,13:40:00,13:40:00,866,AF,AGRA  FORT,ADI,AHMEDABAD
12548,ADI-AF SUPER,12,AF,AGRA  FORT,08:20:00,08:20:00,864,ADI,AHMEDABAD,AF,AGRA  FORT
12549,DURG - JAT S,18,JAT,JAMMU TAWI,21:10:00,21:10:00,1847,DURG,DURG,JAT,JAMMU TAWI
12550,JAT - DURG S,18,DURG,DURG,14:20:00,14:20:00,1858,JAT,JAMMU TAWI,DURG,DURG
12551,YPR - KYQ AC,29,KYQ,KAMAKHYA JN,14:00:00,14:00:00,3024,YPR,YESVANTPUR JN.,KYQ,KAMAKHYA JN
12552,KYQ - YPR AC,29,YPR,YESVANTPUR J,18:25:00,18:25:00,3024,KYQ,KAMAKHYA JN,YPR,YESVANTPUR JN.
12553,VAISHALI EXP,21,NDLS,NEW DELHI,06:45:00,06:45:00,1167,BJU,BARAUNI JN.,NDLS,NEW DELHI
12554,VAISHALI EXP,21,BJU,BARAUNI JN.,17:15:00,17:15:00,1170,NDLS,NEW DELHI,BJU,BARAUNI JN.
12555,GORAKHDHAM E,15,HSR,HISAR JN,10:00:00,10:00:00,952,GKP,GORAKHPUR JN.,HSR,HISAR JN
12556,GORAKHDHAM E,15,GKP,GORAKHPUR JN,09:45:00,09:45:00,953,HSR,HISAR JN,GKP,GORAKHPUR JN.
12557,SAPT KRANTI,16,ANVT,ANAND VIHAR,07:50:00,07:50:00,1057,MFP,MUZAFFARPUR JN.,ANVT,ANAND VIHAR TERMINAL
12558,SAPT KRANTI,16,MFP,MUZAFFARPUR,10:25:00,10:25:00,1059,ANVT,ANAND VIHAR TERMINAL,MFP,MUZAFFARPUR JN.
12559,SHIV GANGA E,4,NDLS,NEW DELHI,08:10:00,08:10:00,745,MUV,MANDUADIH,NDLS,NEW DELHI
12560,SHIVGANGA,4,MUV,MANDUADIH,07:00:00,07:00:00,745,NDLS,NEW DELHI,MUV,MANDUADIH
12561,SWATANTRTA S,22,NDLS,NEW DELHI,12:30:00,00:00:00,1223,JYG,JAYNAGAR,NDLS,NEW DELHI
12562,SWATANTRTA S,21,JYG,JAYNAGAR,19:15:00,00:00:00,1224,NDLS,NEW DELHI,JYG,JAYNAGAR
12565,BIHAR SAMPAR,11,NDLS,NEW DELHI,05:30:00,05:30:00,1153,DBG,DARBHANGA JN.,NDLS,NEW DELHI
12566,BIHAR SAMPAR,11,DBG,DARBHANGA JN,11:15:00,11:15:00,1156,NDLS,NEW DELHI,DBG,DARBHANGA JN.
12567,SHC-PNBE RAJ,9,PNBE,PATNA JN.,11:00:00,11:00:00,219,SHC,SAHARSA JN.,PNBE,PATNA JN.
12568,PNBE-SHC RAJ,9,SHC,SAHARSA JN.,16:45:00,16:45:00,219,PNBE,PATNA JN.,SHC,SAHARSA JN.
12569,JYG -ANVT GA,23,ANVT,ANAND VIHAR,08:20:00,08:20:00,1238,JYG,JAYNAGAR,ANVT,ANAND VIHAR TERMINAL
12570,ANVT-JYG GAR,23,JYG,JAYNAGAR,13:35:00,13:35:00,1238,ANVT,ANAND VIHAR TERMINAL,JYG,JAYNAGAR
12572,ANVT-GKP HAM,9,GKP,GORAKHPUR JN,09:20:00,09:20:00,829,ANVT,ANAND VIHAR TERMINAL,GKP,GORAKHPUR JN.
12577,BAGMATI EXP,41,MYS,MYSORE JN.,23:30:00,23:30:00,3045,DBG,DARBHANGA JN.,MYS,MYSORE JN.
12578,BAGMATI  EXP,40,DBG,DARBHANGA JN,14:25:00,14:25:00,3051,MYS,MYSORE JN.,DBG,DARBHANGA JN.
12581,MUV-NDLS-SUP,6,NDLS,NEW DELHI,12:20:00,12:20:00,745,MUV,MANDUADIH,NDLS,NEW DELHI
12582,NDLS-MUV-SUP,6,MUV,MANDUADIH,11:10:00,11:10:00,745,NDLS,NEW DELHI,MUV,MANDUADIH
12587,AMAR NATH EX,18,JAT,JAMMU TAWI,12:35:00,12:35:00,1246,GKP,GORAKHPUR JN.,JAT,JAMMU TAWI
12588,JAMMU GKP EX,18,GKP,GORAKHPUR JN,20:30:00,20:30:00,1247,JAT,JAMMU TAWI,GKP,GORAKHPUR JN.
12589,GKP-SC EXP,31,SC,SECUNDERABAD,15:10:00,15:10:00,1833,GKP,GORAKHPUR JN.,SC,SECUNDERABAD JN.
12590,SC-GKP EXP,31,GKP,GORAKHPUR JN,15:20:00,15:20:00,1836,SC,SECUNDERABAD JN.,GKP,GORAKHPUR JN.
12591,GKP-SBC EXP,40,YPR,YESVANTPUR J,04:20:00,00:00:00,2513,GKP,GORAKHPUR JN.,YPR,YESVANTPUR JN.
12592,SBC-GKP EXP,40,GKP,GORAKHPUR JN,15:05:00,15:05:00,2504,YPR,YESVANTPUR JN.,GKP,GORAKHPUR JN.
12593,LJN-BPL-EXP,6,BPL,BHOPAL,09:35:00,09:35:00,581,LJN,LUCKNOW JN.,BPL,BHOPAL
12594,BPL-LJN-EXP,6,LJN,LUCKNOW JN.,09:45:00,09:45:00,581,BPL,BHOPAL,LJN,LUCKNOW JN.
12595,GKP-ANVT HAM,6,ANVT,ANAND VIHAR,08:50:00,08:50:00,760,GKP,GORAKHPUR JN.,ANVT,ANAND VIHAR TERMINAL
12596,ANVT-GKP HAM,6,GKP,GORAKHPUR JN,07:50:00,00:00:00,761,ANVT,ANAND VIHAR TERMINAL,GKP,GORAKHPUR JN.
12597,GKP-CSMT-WEE,13,CSMT,CST-MUMBAI,12:15:00,12:15:00,1693,GKP,GORAKHPUR JN.,CSMT,CST-MUMBAI
12598,CSMT-GKP -WE,13,GKP,GORAKHPUR JN,18:35:00,18:35:00,1694,CSMT,CST-MUMBAI,GKP,GORAKHPUR JN.
12601,MANGALORE MA,31,MAQ,MANGALORE CE,12:25:00,12:25:00,883,MAS,CHENNAI CENTRAL,MAQ,MANGALORE CENTRAL
12602,CHENNAI MAIL,33,MAS,CHENNAI CENT,05:40:00,05:40:00,885,MAQ,MANGALORE CENTRAL,MAS,CHENNAI CENTRAL
12603,HYDERABAD EX,22,HYB,HYDERABAD DE,05:45:00,05:45:00,715,MAS,CHENNAI CENTRAL,HYB,HYDERABAD DECCAN
12604,CHENNAI EXP,21,MAS,CHENNAI CENT,05:55:00,05:55:00,716,HYB,HYDERABAD DECCAN,MAS,CHENNAI CENTRAL
12605,MS-KKDI PALL,13,KKDI,KARAIKKUDI,23:00:00,23:00:00,425,MS,CHENNAI EGMORE,KKDI,KARAIKKUDI
12606,KKDI-MS PALL,13,MS,CHENNAI EGMO,12:10:00,12:10:00,425,KKDI,KARAIKKUDI,MS,CHENNAI EGMORE
12607,MAS-SBC LALB,12,SBC,KRANTIVIRA S,21:35:00,21:35:00,360,MAS,CHENNAI CENTRAL,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)
12608,SBC-MAS LALB,13,MAS,CHENNAI CENT,12:15:00,12:15:00,361,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),MAS,CHENNAI CENTRAL
12609,MAS-SBC EXP,19,SBC,KRANTIVIRA S,20:05:00,20:05:00,360,MAS,CHENNAI CENTRAL,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)
12610,SBC-MAS EXP,19,MAS,CHENNAI CENT,14:30:00,14:30:00,361,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),MAS,CHENNAI CENTRAL
12611,MAS-NZM GARI,11,NZM,HAZRAT NIZAM,10:25:00,10:25:00,2156,MAS,CHENNAI CENTRAL,NZM,HAZRAT NIZAMUDDIN JN
12612,NZM-MAS GARI,11,MAS,CHENNAI CENT,20:15:00,20:15:00,2155,NZM,HAZRAT NIZAMUDDIN JN,MAS,CHENNAI CENTRAL
12613,TIPU EXPRESS,4,SBC,KRANTIVIRA S,14:00:00,14:00:00,138,MYS,MYSORE JN.,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)
12614,TIPPU EXP,4,MYS,MYSORE JN.,17:30:00,17:30:00,138,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),MYS,MYSORE JN.
12615,MAS-NDLS GRA,41,DEE,DELHI-SARAI,07:10:00,07:10:00,2169,MAS,CHENNAI CENTRAL,DEE,DELHI-SARAI ROHILLA
12616,G T EXPRESS,40,MAS,CHENNAI CENT,06:20:00,06:20:00,2168,DEE,DELHI-SARAI ROHILLA,MAS,CHENNAI CENTRAL
12617,MANGALA LDWE,48,NZM,HAZRAT NIZAM,13:15:00,13:15:00,2751,ERS,ERNAKULAM. JN,NZM,HAZRAT NIZAMUDDIN JN
12618,MNGLA LKSDP,48,ERS,ERNAKULAM. J,10:15:00,10:15:00,2748,NZM,HAZRAT NIZAMUDDIN JN,ERS,ERNAKULAM. JN
12619,MATSYAGANDHA,24,MAQ,MANGALORE CE,07:30:00,07:30:00,893,LTT,LOKMANYA TILAK TERMINUS,MAQ,MANGALORE CENTRAL
12620,MATSYAGANDA,22,LTT,LOKMANYA TIL,06:35:00,06:35:00,899,MAQ,MANGALORE CENTRAL,LTT,LOKMANYA TILAK TERMINUS
12621,MAS-NDLS TAM,12,NDLS,NEW DELHI,07:05:00,07:05:00,2163,MAS,CHENNAI CENTRAL,NDLS,NEW DELHI
12622,NDLS-MAS TAM,11,MAS,CHENNAI CENT,07:10:00,00:00:00,2163,NDLS,NEW DELHI,MAS,CHENNAI CENTRAL
12623,TRIVANDRUM M,21,TVC,TRIVANDRUM C,11:45:00,11:45:00,913,MAS,CHENNAI CENTRAL,TVC,TRIVANDRUM CENTRAL
12624,CHENNAI MAIL,22,MAS,CHENNAI CENT,07:30:00,07:30:00,916,TVC,TRIVANDRUM CENTRAL,MAS,CHENNAI CENTRAL
12625,KERALA EXPRE,43,NDLS,NEW DELHI,13:45:00,13:45:00,3013,TVC,TRIVANDRUM CENTRAL,NDLS,NEW DELHI
12626,NDLS-TVC KER,42,TVC,TRIVANDRUM C,14:45:00,14:45:00,3010,NDLS,NEW DELHI,TVC,TRIVANDRUM CENTRAL
12627,SBC-NDLS KAR,36,NDLS,NEW DELHI,10:30:00,00:00:00,2386,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),NDLS,NEW DELHI
12628,NDLS-SBC KAR,35,SBC,KRANTIVIRA S,13:40:00,13:40:00,2389,NDLS,NEW DELHI,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)
12629,SAMPARKRANTH,14,NZM,HAZRAT NIZAM,13:00:00,13:00:00,2595,YPR,YESVANTPUR JN.,NZM,HAZRAT NIZAMUDDIN JN
12630,SAMPARKRANTH,14,YPR,YESVANTPUR J,06:20:00,06:20:00,2595,NZM,HAZRAT NIZAMUDDIN JN,YPR,YESVANTPUR JN.
12631,MS-TEN NELLA,15,TEN,TIRUNELVELI,07:10:00,07:10:00,649,MS,CHENNAI EGMORE,TEN,TIRUNELVELI JN
12632,TEN-MS NELLA,16,MS,CHENNAI EGMO,06:55:00,06:55:00,649,TEN,TIRUNELVELI JN,MS,CHENNAI EGMORE
12633,MS-CAPE EXP.,17,CAPE,KANNIYAKUMAR,06:15:00,00:00:00,738,MS,CHENNAI EGMORE,CAPE,KANNIYAKUMARI
12634,CAPE-MS EXP.,18,MS,CHENNAI EGMO,06:25:00,00:00:00,737,CAPE,KANNIYAKUMARI,MS,CHENNAI EGMORE
12635,MS-MDU VAIGA,10,MDU,MADURAI JN,21:20:00,21:20:00,492,MS,CHENNAI EGMORE,MDU,MADURAI JN
12636,MDU-MS VAIGA,11,MS,CHENNAI EGMO,14:35:00,14:35:00,492,MDU,MADURAI JN,MS,CHENNAI EGMORE
